ppm_0,ppm_1,ppm_2,ppm_3,ppm_4,ppm_5,ppm_6,ppm_7,ppm_8,ppm_9,ppm_10,ppm_11,ppm_12,ppm_13,ppm_14,ppm_15,ppm_16,ppm_17,ppm_18,ppm_19,ppm_20,ppm_21,ppm_22,ppm_23,ppm_24,ppm_25,ppm_26,ppm_27,ppm_28,ppm_29,seismic_flag,label
54.52878407077035,36.733523954033075,47.986896631018126,59.61531722236549,46.01507793744331,61.686033835217565,30.379818427882213,36.769914071534615,39.71150002860993,56.57321287144388,56.471856211645914,42.53963162611694,53.82641939953705,55.126524869268216,45.77994860040279,55.24337702016961,31.091187374001418,25.430050419223193,42.709891231886346,37.68289910270561,51.49652373402819,34.899372148451334,43.533714946654065,46.327287714725045,55.661435965256494,45.64707936351782,58.88641725230147,46.67047709147842,41.687329587657956,64.04799166363556,0,0
50.68456542866742,56.58307673005611,65.34599417262879,60.81050026782406,54.37244090855474,29.52824898483245,63.46751840173158,59.139849845501836,65.14785330184903,63.448991131391686,50.64018611701799,38.29999758744694,49.084663715890976,51.504054594051425,66.64704000718463,49.69738025882302,48.22147634632852,50.1383086127228,47.31717247654531,60.22284798919739,60.95801991889546,41.44454797286845,60.596078987131555,53.03257231832716,70.97476802802584,41.88830519846532,58.09915496511933,40.97373238096468,53.67791362502513,65.36526071852548,0,0
41.77051144767988,43.240813153275965,41.80370915315335,48.53832943318007,47.125753699862784,67.5840916529499,46.30852407205861,51.622601121862914,55.84999495881115,38.56089883794301,50.449337437225694,52.03134921020577,45.44458994140817,49.92719988798593,55.662758719925186,46.88947314844136,34.43958742246734,41.42706159002164,51.40274278457901,64.69572191797094,51.76790226505626,54.730808327107205,51.49190890247523,33.151585049773566,28.497698933763182,61.884203398473964,38.80097019498637,37.82360443315911,60.84035545555283,45.95452582560997,0,0
38.96552332615304,48.105868550879975,24.22977654134039,42.678614679604514,59.077985031796224,49.93251057125804,33.3063931347465,40.01215890639115,37.89218367904717,52.89113179483256,71.90636012412284,49.593021840939635,71.04652591306075,46.90432760232662,66.15844320076285,50.139309966412945,52.4081049500956,31.243768927708622,42.98744883555978,38.10427394756335,31.094133558059024,44.3843415711102,43.0443480496139,40.33154050421574,47.51610531635357,39.46381970105649,37.62415200223428,48.88353769071232,46.46205472469712,52.93965434514022,0,0
48.003557436161536,45.083658974845484,44.66087077638395,40.374529944216235,47.06185063813004,43.65282629632241,51.5740322014916,32.449596966097815,64.84517987205294,56.661615274644944,38.6736404076605,32.65171214202324,49.26738578890201,52.486113767350126,67.7065441306381,54.04145114759169,47.98793988281708,65.76678881470134,70.49285932950215,36.18904538955542,44.622252580163114,53.567259751101,51.26730963939771,40.00360647013724,41.28695588827621,43.1581499316547,39.125278075990096,45.778259113178464,31.605708647811845,53.27190671397076,0,0
66.26085792815215,61.40698135038198,55.520950970648606,54.12262276769283,58.162048259522955,47.67210385827917,57.634616905136355,67.05128791903722,41.51561515645942,47.90291342020284,54.47287208926389,59.43570998999508,40.6569687603629,57.78231756961173,58.756121603051355,41.62925460426548,48.677206167133555,29.558961428651124,49.26709271578967,52.16255392998385,50.091776120303464,44.09728621874918,58.1063671365321,49.14872501043702,42.81896094245807,35.41468325124248,61.163611826874195,59.90118326844521,59.82278960704434,54.051624717971336,0,0
55.56743160353927,38.76981668913387,27.43660643220833,73.87430901584109,66.44508073854048,51.16722817189753,47.591448722997356,53.6733317537425,56.275540941722575,57.37019644888204,45.8260482213933,49.39422550273306,58.27731938497019,35.13594469444141,36.84454403913333,55.71970289912874,51.47851773818903,39.28378372931908,42.27450725358271,35.05743818064658,45.690894225497004,42.7004491182397,42.735041893136156,43.17890381982428,58.3347484864499,66.40889233015379,61.815804309626394,50.83818070079453,39.74856868710442,53.3010796472511,0,0
57.6034120996171,50.384969878295294,37.91926274851635,57.49058022578464,59.75580598686272,57.48716266299832,44.94687400311083,43.654939424912456,36.35987225006301,63.996142870421515,67.48798506217022,61.00625050065253,48.81471617423625,58.982482477350025,48.46481709085609,55.06129372141912,51.10848111841518,60.84129282145568,44.790765042880686,36.02740235064493,49.303048272911106,81.87711510820533,62.35714884399402,50.82869173416888,31.10330984184809,53.221780807537186,54.093107795575754,58.79924458755023,48.08152517679214,48.8226726607836,0,0
50.541255692312845,47.98945302243551,50.157470326887776,53.381852450054815,36.83036224701586,61.57021261439172,49.14601520430043,61.14374483734609,40.75626839445416,52.69495606793052,57.39693608845901,34.88818262686627,60.70850976497346,61.38891500743882,53.47573327132865,57.23140131686357,48.53632021664793,33.96850050489582,60.5670997473462,67.95652280616292,57.08979413492072,50.00980745879773,35.383366005600344,36.84495502590594,59.63128173417065,63.981306580916126,46.26605960861552,62.6839588711957,41.467378804130796,56.67819735358428,0,0
32.899264210691214,56.16953439168261,42.10478626991034,60.299442877571416,45.992767143763814,37.141761330090524,60.336614653586665,39.140616265075614,58.26108841901204,45.605515465565546,56.585713274092676,52.97827083236978,52.66620398513437,40.13288178301702,53.83167967237287,44.65441537807163,51.673123497670076,50.00198893890915,49.069527473932276,48.96273533194801,46.809394664842245,40.204956863085904,40.51452770029128,53.093438832082235,52.94100305514308,48.11765050819161,41.21296542700662,42.9203305597799,44.57056613609883,63.738919200171864,0,0
48.65377779700622,49.998815270514605,58.41154261131107,56.08944689636609,59.451565446367255,61.16201781377747,56.43898652298549,45.34146415408062,44.63602716103529,52.22143373589864,35.30336548612022,48.341042169734685,66.97075339055557,59.181785273499806,60.88171171092478,60.04278220637316,50.32824482944835,42.976413090843906,54.40194874224375,44.625802098673475,40.57655869379441,59.4496531724473,57.81490643653573,57.31210324004236,65.12738152480031,47.74567155762268,47.09216153561895,68.26652229085504,52.485950338051346,64.09063660151422,0,0
31.157083462505227,53.660076262511915,45.401223237209635,46.74641823739552,41.29540512392135,33.08485308308585,45.598104185480366,63.73912039033696,59.81526888170021,27.83960719363694,45.410406263679896,44.6152021598543,51.28319269203889,42.19317448282753,50.93570104037657,43.374463378515316,52.57506958005848,44.8622154672572,58.6196680157087,56.824022310238895,41.65557767763612,63.73993262135974,32.95445639641322,36.848138899424946,60.46068676981746,59.23692534695876,45.10841485429275,65.6904063607362,39.37468413210141,50.691798497057796,0,0
30.596389955106275,34.76946916007678,40.60098540710922,38.40461427854467,50.539711067597906,46.58575069676345,56.66681331169697,52.657188326429214,35.637302058639946,60.240154945786095,61.257014491304304,46.5400034154404,44.17072671530379,50.71569914516039,46.24190825413084,36.60161248086848,43.517628465094795,51.87421361916862,51.53207345170678,42.61044527819656,12.163735343720097,48.57955410790626,46.45736260933345,53.07959595132672,55.39556522283492,54.01210857567061,55.729788183513655,57.71876673695172,46.896772684118034,48.320422356312335,0,0
63.68998882110803,59.764795051708,39.69298290530304,34.890404555044505,48.79074347690661,41.075283678138774,25.99951456552233,54.70482012476111,56.978677158377984,49.315085482505346,49.08372579771519,61.180675464145935,50.01051937778067,58.31463491829153,38.82722575313002,45.622231302456676,33.197103578528804,65.12596209976567,51.69508169869979,65.10914263922669,65.16644650495806,55.745023382665835,36.61377546483671,53.912696370753906,67.79016122729378,46.323722091959475,59.184890205387575,44.89992732630777,60.72631831979821,61.0925095487636,0,0
58.70130274998656,54.71581072248523,50.43359714502352,44.83561295776185,48.67340309248245,50.32481570426091,34.846340036063545,43.47333840299405,57.75580578413851,33.991977778916734,60.37133378463523,57.18355246416295,59.53616153595844,41.04527401592102,42.45294636673289,27.679515217833305,64.78851256412493,33.62851272334289,59.1293154756165,43.930436932200564,47.376888563422355,64.43102328335192,58.765428004821516,63.7758755544883,43.567615920993525,59.055599603263566,32.47532482921667,48.11182527933921,48.33925399171261,62.64648542059401,0,0
47.97617339622689,50.356296104783695,53.69354909668058,45.09893616154659,35.194789153535865,44.42594276524016,53.94161691236179,50.95775027150151,44.19120952724048,70.25527048252391,54.776020268828226,53.83522840394443,66.67071527981395,59.24893263914671,57.13787820805442,37.51681186141333,70.23791242533626,37.92294438341018,60.79262665564282,33.68831095309528,61.01483373053011,57.15342324136938,42.04171901408155,62.034134239490925,67.90696347386725,51.21970973285281,45.80442769800899,48.325336173695064,56.68445269624806,60.178649417991025,0,0
36.34731738759615,34.459469560009325,61.07528178629498,92.15578585677632,64.23256034901151,44.710867639380496,45.7354515632785,54.638200742528866,66.85275871069157,78.27005732177601,37.61840592800001,23.049361133058994,43.116657729634944,52.38016651387709,62.573042105096555,35.745229792217245,45.21525524121503,57.65196626296864,43.89628497405326,50.50426937900486,36.116725399126196,50.81263016249787,59.62689428726837,61.34149200968341,53.97105775195385,66.49523926093994,39.70847795100399,25.518160443178015,32.970133882498445,72.67369241938943,0,0
57.16921167414361,50.98792307050437,48.126216100628845,64.9503800945747,53.814691126194845,37.50577788012384,51.19029599364588,38.62483779946939,37.799706509222055,42.738488076996106,64.85145299560303,62.88913902783586,51.389517417273,54.61468780783766,66.9554530122159,50.156961999032035,35.830151729685504,49.65440089383849,48.49232293147441,47.23394928698781,56.69997922162103,40.9185184474283,59.548641177024265,35.319994313235824,54.11529212994893,54.374568315390206,42.410067222565594,44.50021216352497,47.01629410866042,39.78420055474747,0,0
55.118666260753606,37.82063812136481,42.90219689420177,33.08055148260108,65.46514907037188,68.2116539551741,40.718131383827775,51.519598610920205,54.9281205693467,34.690330932328756,47.15654031757211,49.65467079218794,45.47279223306058,51.661329073084474,48.496447957118214,39.14539240932374,37.27087960396721,24.733877940812782,43.02191030980869,46.09372815424197,38.013755218338204,53.59128404763976,60.33319250373149,33.692437762099395,46.9879796982509,46.553885801600885,58.405756212114674,51.72103804687217,45.74562377566123,58.74338578654413,0,0
41.79221901756263,42.55318141244488,61.8097764255761,45.60883269794001,58.458856702383734,41.05630120567924,42.80823168837814,46.6907764218173,47.6095658381014,45.16766007788948,84.58915230791835,41.23523536531208,43.14884579747066,53.34981122484038,60.0301428003634,36.79801932462313,53.52199499618685,44.89968063287485,36.50229479918684,60.653591774449055,42.3861298271639,46.29093097227725,35.90763935620997,33.566114354430596,46.34566579657185,37.794763608757115,63.36541383568902,48.71815573484102,31.05975886282033,53.99206597455029,0,0
35.86833797942995,37.98443245065857,45.153102051982614,52.56811287140536,48.20524744122825,50.00038227860566,39.67926218469399,50.13159313774491,56.24096788914607,47.612022318798886,62.08480571434699,54.630793536900526,53.33306626104407,41.61021724229038,51.55926819716163,54.14182242640569,54.77195770538716,59.67575726737847,65.21966238771087,48.25150955831023,47.42940534016173,38.549924039193634,43.54335728312287,33.15617435275655,57.25873511230964,56.34390213852455,38.12221764752442,45.89859016587748,49.088231044994195,48.67274726938972,0,0
48.849415033902446,46.08988267991811,52.784858021080844,45.317584499062065,65.21716989473083,52.72583759375924,42.23891265618327,60.96743911741619,63.86819583363829,50.47606701930257,44.24943020033979,52.54831199276437,48.40128772095398,29.858743320796222,56.53726281966241,31.186742762792548,55.31803263413633,59.32346035179146,39.44287909367193,60.381947174418634,48.72795085580255,49.727626917230985,52.28667108757544,52.317636008262475,39.00043731522534,46.885206376940566,61.904050591056944,54.45057098038863,42.71695427195868,46.20765935066985,0,0
42.595791423134514,68.37048488537168,41.32261041233592,34.753349184659996,50.737752469451166,36.94154165629538,29.96507640225164,56.42774516637129,55.09198845350122,73.74974387249355,52.1599764524288,42.31824201055781,79.85206953583776,37.17954887444632,47.44524462634182,42.86004138337325,50.23229202731238,58.132312747466635,38.07666345807006,69.77208309103962,69.07013143318015,50.39807518070083,56.037057666706104,47.26950826739671,57.69926860339743,52.824444346137774,58.31506319119777,64.10901905514412,54.06279257075417,46.37921407340289,0,0
48.09459375986549,63.43024753749086,37.44044560347618,54.815403895003975,64.25642059214317,39.37994450295646,43.47861699252285,53.86802148998528,71.29010462079061,49.86129399319336,53.62760558640426,48.58034863186911,61.46186124930248,42.682264768091244,50.70189447238098,56.812261338806785,52.501254638455926,46.925924885952874,59.60249292204885,55.669059168678324,50.826668702957946,35.5628770264477,42.75508475141684,46.309959815310876,50.78803397791988,48.43968326198628,58.04047021888431,59.26566303965442,61.26479311541027,37.6589849592181,0,0
61.37644246663547,45.896034010873706,56.06369583930736,42.489033504958456,44.112719416247,69.38093313463138,41.04187550252374,45.62621067170427,44.64693202743064,47.770561733067495,58.451353608146995,53.86535750021765,52.96523845005359,46.55492661865146,49.23897059420834,27.568808950106135,68.14841937775307,46.23027217697982,48.126166712896,49.63866655341334,36.22019119780397,65.14424304109588,47.5975282158435,58.40845695517367,44.488167041286516,39.454102775073885,58.51600931455703,54.346646634297315,50.2631964730707,49.897160678563814,0,0
46.75313167296337,50.8582856053199,48.59431903307883,41.78240801820853,51.531433612888954,40.674766627736425,45.065090561287064,40.70075158925621,44.87436967298178,44.05489658333554,35.220667097440064,45.211362049328045,56.729727628276414,68.02434988440405,56.93275100335873,38.60371847805957,39.374799535328016,46.50142862203435,32.79255482360549,53.50204489412008,32.88160992241409,61.74610590476642,49.933788100892336,38.47475699321268,39.58269994234279,30.146948416091323,39.58883892816745,55.65195246036512,46.68094559994589,48.65103230267824,0,0
45.7877092120826,43.83367843184972,62.46140988273621,52.77232825967002,61.24010299935953,48.83430223979666,37.47660693586451,40.09635749354081,46.1790336321072,43.95467407997792,47.23311479747338,58.22338544554281,58.45680627856203,50.84645027206376,57.506424801546544,63.83183164461254,37.93981078687555,53.760234152846955,41.28341980078575,38.7759458693465,48.63257254045654,60.20779828948112,52.88642378809974,53.68287815100189,37.24133932712674,50.605052157713196,41.759148570695764,36.97117907256121,61.15375528245936,37.05798966222815,0,0
53.01409126729263,63.92363979546942,53.716849392855586,36.554997830654635,64.16726113778877,54.81559623955062,53.15936289656135,51.16311360851302,42.56382280115432,44.06896382778466,34.75404332418262,46.76178879177821,27.075437836895695,37.61821896662978,50.70984210857704,63.999271145935275,39.002720262757954,32.215439590933585,61.98924524614382,62.942480995656275,54.59394671233085,40.10982183919354,60.05000684278151,63.28803788729966,48.696811832257325,47.87629607798223,49.44577534392206,50.61878677710797,53.32875593982089,45.92749626735952,0,0
38.272877918918084,53.70117174380613,60.37765692922741,36.89637037599545,57.93196633985934,60.39893003839571,42.763501926099394,56.098139278123426,64.85045586483098,61.947817894458986,41.01787333556787,47.82989704937042,49.18472541188816,57.238818591362886,41.16924270570134,42.25286672280374,50.24600508737322,51.267088177345066,57.65431351732616,34.42805213925592,67.86334765673925,46.073908483065374,54.83825018559121,39.08882365186443,43.72423514592832,43.01074100692133,50.03099547079384,81.57067326492906,62.21680519105812,54.519938904714365,0,0
58.98791868596245,38.07145362725982,51.98500260257215,62.17073201406782,44.637014249162746,39.68650829275125,41.648481770201634,74.96699677235713,37.945236975864006,27.92882077195366,51.96541719801479,63.244912405103925,69.1011388135221,49.433394449764926,41.29934014598277,46.41667160522903,51.074524725242725,64.414786050016,60.98214881916323,38.85704642602003,61.29338088241708,62.41877326344184,53.94338825302196,40.27999654221266,50.76848442773164,67.53428388985198,61.62221391936887,55.9385744246242,55.88210557739493,50.25730423043901,0,0
40.756763036374544,34.57297346939903,57.4555752709027,46.15477958749013,47.81171504820286,53.555339422742236,39.45757755520317,48.49157930298925,48.05541352347705,47.70298208030009,45.702060390866585,36.860973377141974,53.52803551049904,34.658029068309446,52.829675555703915,38.461551759643086,54.13453321171251,34.96473572334311,38.904598949508326,49.661100134105396,48.75174021119951,52.27745110736035,57.63068004191422,49.603257105481475,69.30947691757272,56.561565264222864,38.17032482664537,51.759511795267585,44.18253645490534,39.64615416539207,0,0
58.933652515958386,23.714794056742683,54.52463843742608,52.88464122148925,61.29204597176172,68.44674548991514,55.17248952333481,53.34878080309076,43.824275812910436,56.99508169034857,46.7276090342083,60.93401858200579,53.56461733705687,52.473514038738344,53.07679803806425,44.370478420428604,66.19706333702871,39.92802379684457,54.01690069873721,53.631080658581276,29.71221546158986,62.70919189632476,50.277535384203354,46.621295920489416,37.69934314097551,66.73848172288612,47.66206915146769,37.801716380726496,66.07037111621904,48.273892396165344,0,0
55.867438584448934,35.46433642034236,49.58771109280804,43.98551776540301,56.04815945088111,44.240852670244045,38.50376829634081,53.378486649224996,43.04374707932148,47.73715038857387,34.519610353787485,46.37652241718353,50.677443229848684,50.7781647513465,71.62194140125553,50.473406892654666,43.13976983242767,38.04578010388153,55.277987996927806,62.52926154326892,49.232780747377184,44.75161597211522,56.369221206537425,56.32492808236627,59.46657113671677,48.22028277561201,39.81541291659671,54.10810425035813,63.07805781083564,50.588255912270235,0,0
49.42805334922088,51.97502359883053,65.9628865140736,44.167623510798556,38.28332994131434,50.86658816218773,53.91524189539819,63.01010041435465,60.94354272960921,55.611658187470866,45.64567569975644,62.70858398822699,46.74854810609825,44.359165872836435,44.55606616089609,46.66855404508335,54.35374062221066,61.21840756669505,44.54874643116068,37.53143458374664,56.922643404803935,56.262582631078764,39.88031759718625,62.542606867783455,38.85454545457753,43.37176320756303,49.24806729343606,35.31657611823988,59.91470213239001,57.293114388148,0,0
42.007495383664875,43.097528506537635,41.47007242335994,79.74392443993041,44.291183559563805,54.16919346096222,44.4238123560336,65.35584412726291,40.7118729890185,37.937220382689944,69.45698227225662,62.38557925240699,52.81649377857162,46.46990581339163,41.825708907554784,28.54673693316958,44.53681390394214,43.66550096122268,54.23770182639427,42.832984455043416,45.61389770821667,41.87242794052456,45.32454402024512,55.94280226896168,63.0094144954854,48.43489223714378,50.45895113631629,44.64788622762254,64.3799995511672,51.726441466557716,0,0
56.72900337653689,39.76984809148624,52.29943032332142,36.05556207179575,53.20975610655077,40.663916244047805,58.54290403999967,58.05028163722361,63.95143655462236,48.9590253785114,53.05003278677315,34.25114589928529,46.27709717340966,67.07570965386506,31.17051255605302,65.81252844936505,62.20640342439459,50.69249278014133,56.03986209178498,43.71374605158233,46.668687428445054,61.78891306549151,45.42062076467911,50.45332368289627,58.002829349096835,60.125690317996245,62.206875210628965,42.63360391750653,72.12867539250149,71.99493058027211,0,0
55.45172829279858,63.174430935203254,45.446390118078675,46.03085681602428,58.09816729184639,41.791179260527414,45.35683456624006,53.21933151608603,44.96568710836781,59.806042994641416,46.92092974923255,54.33149538339782,56.42022928872674,68.28280319751765,39.54828677860725,38.86759620749553,63.01038746795972,25.80411886973884,56.009194084571334,57.42470591995153,52.79316149058801,46.81102605989849,63.663284534340086,71.23158016505263,39.44762463133516,46.952212537052645,69.67600447411847,49.99490647916049,43.09952608349965,59.29445650923734,0,0
45.5994794757111,42.51224896519738,59.22112395801752,29.015245422830272,30.362040956314374,46.164482814894036,35.53453624890699,43.03825169870316,51.33773433192253,58.123428185830626,46.57862207849566,47.148512178932144,39.29591282412198,54.58887178371748,62.420880766363545,52.85026494043305,60.70826244090664,56.345911619208394,32.5128539040481,45.189879628722956,43.882802574953594,52.53750547591091,48.25373498592191,53.32842401266226,58.8900287635413,48.797487588421895,38.17707123886831,70.94777282683732,71.60516452726836,30.256165846500146,0,0
54.10977151125646,50.174236162316575,57.47030542698061,51.68820600718608,67.44128527033291,35.9497243406544,56.52562429898147,62.84886696422754,59.02332022249789,47.97113137056729,43.6690816198513,48.74364490668284,62.85610917587711,54.10767741600876,39.77067636965582,43.95621625119209,44.04122688037841,47.38096508921044,53.9461151879909,34.89908164941597,46.44933587102388,64.12131509559939,50.48310212041542,47.405983636963256,47.568176505429896,47.90885152389881,44.432830723373996,63.776405323811865,59.86745617770115,56.43516255041341,0,0
50.327042701617486,59.27873011367262,45.23071831627645,62.36151240129012,56.48389129456847,44.98438377052159,63.239621148045345,41.0560181927534,53.328597129569985,67.79315752185549,53.36787307700773,53.453074471883696,48.88830202689294,54.658336397086174,56.15417382350367,45.48560026505837,52.9348012793741,42.10218315636915,59.79067494434421,48.157265681647395,54.609050311311734,67.28231343513123,53.36235032095839,47.750446475677556,51.84448580015179,59.83788288412689,49.80093684869436,37.25076596619478,40.055198333708496,61.57566921911448,0,0
43.24120475109326,46.19201398454839,38.56862169028221,34.27132123371332,40.75003677931568,48.19099051129047,39.23076534405464,44.45767253857279,50.89258573416337,55.7628552921131,43.764988750599926,44.211337668290604,58.97806046558974,51.55542220554991,57.04108357465906,34.346071393130806,49.96802461394703,48.257350398847215,40.41476557751883,49.82817863980572,33.08493254548775,44.168174837732906,40.761433545535425,63.16203718835252,51.693148125368076,38.263942849528036,51.44233681024614,62.72166753302706,54.22582543972985,56.75092306376647,0,0
57.514709416814064,63.79476409726271,62.928732506144726,52.18067866754897,60.58312442740571,50.2678441354418,49.4572134204143,55.669062845657336,54.09774649975629,43.11667255299645,51.187405097243754,53.49557606902776,44.551819493277044,49.40705347583688,41.5894289854527,56.57679671532493,43.5317636129028,43.17980670464412,34.732181481272534,52.95791997101762,44.12315836564688,48.58775287115195,42.59961232649033,52.769508120941744,54.44630633624476,59.89485857869097,38.94350455831681,35.13181660169643,46.39472180245943,34.67116923875497,0,0
48.514048267328334,52.22491330531954,40.0606710991455,71.8744112864084,41.61692930006709,43.70686999701103,43.79350106192586,41.953549866455774,56.79406086712461,56.38016521167553,52.54016130276492,45.797591744113866,46.92009796449443,52.1565238988446,41.53268680411382,37.82591836781621,54.22332484855053,44.90422937651118,62.27695225659329,41.712793665391736,36.675722215836814,34.55323933342826,49.38400463195907,44.745418377659306,41.795562711945614,48.44377903812115,32.371349626352355,48.67562949999324,49.73841623355392,46.21758877104725,0,0
54.88466906016152,39.85919411613219,30.427226432457225,60.6123427911615,63.35437813783423,47.96484672258623,40.32196368150135,57.73615844780027,51.46614443554113,63.85129380850028,36.18653492272448,35.01404629669036,52.47219353050416,35.55657917198383,36.50378755317513,57.33716580858801,69.12264384466297,66.40476098751807,55.24824197007835,45.10595952459814,40.17357522105197,47.21181693528932,47.571529977910735,44.93689051309903,52.684947561476044,45.6842695374873,54.484537324501055,53.02419863069238,53.83194887136712,54.16616762762202,0,0
44.363466664140475,47.990288968544114,44.7708174059252,61.70648877415256,44.304245542313616,46.84107392757927,55.590988928622835,61.769323851153175,49.64310879393343,51.29965094054416,52.16827224483282,70.154233773908,56.69897227935225,52.15368577562169,45.30870760260591,59.966020007176006,49.87484268029184,34.66556184387722,66.94564001152187,62.21194879730539,54.27656405901602,32.714989979524134,60.91283959620124,42.92299779698848,47.96074234082787,54.92900354238741,33.57273095563466,52.32666778980791,32.85580514034037,58.59334568295213,0,0
